reference_number,procurement_id,vendor_name,vendor_postal_code,buyer_name,contract_date,economic_object_code,description_en,description_fr,contract_period_start,delivery_date,contract_value,original_value,amendment_value,comments_en,comments_fr,additional_comments_en,additional_comments_fr,agreement_type_code,trade_agreement,land_claims,commodity_type,commodity_code,country_of_vendor,solicitation_procedure,limited_tendering_reason,trade_agreement_exceptions,aboriginal_business,aboriginal_business_incidental,intellectual_property,potential_commercial_exploitation,former_public_servant,contracting_entity,standing_offer_number,instrument_type,ministers_office,number_of_bids,article_6_exceptions,award_criteria,socioeconomic_indicator,reporting_period,record_created,record_modified,user_modified,owner_org,owner_org_title
C-2018-2019-Q3-02299,LSO60010001B,"NJUGUNA, JULIAH",,,2018-10-17,494,Translation services,Services de traduction,2016-10-17,2019-10-16,393296.28,80942.4,91060.2,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/056/ZF,A,,,,,,2018-2019-Q3,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02300,LSO60010201B,ROTHE TRANSLATION AND COMMUNICATION,,,2018-10-31,494,Translation services,Services de traduction,2016-10-31,2019-10-30,393296.28,114975,114975,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/174/ZF,A,,,,,,2018-2019-Q3,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02301,LSO60012402B,ANAGRAMME,,,2018-12-19,494,Translation services,Services de traduction,2016-12-19,2019-12-18,393296.28,163839.38,163839.38,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/098/ZF,A,,,,,,2018-2019-Q3,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02302,LSO60012602B,SYM COMMUNICATIONS,,,2018-12-19,494,Translation services,Services de traduction,2016-12-19,2019-12-18,393296.28,287437.5,273065.63,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/175/ZF,A,,,,,,2018-2019-Q3,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02353,LSO80008701,AMPLEXOR CANADA,,,2018-07-17,494,Translation services,Services de traduction,2018-07-19,2018-10-19,14659.31,14659.31,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/035/ZF,C,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02303,LSO60013001B,"MULVIHILL, NORAH MARIE",,,2018-10-29,494,Translation services,Services de traduction,2016-10-24,2019-10-23,393296.28,79100,86231.25,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/080/ZF,A,,,,,,2018-2019-Q3,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02304,LSO60013101B,SYM COMMUNICATIONS,,,2018-08-10,494,Translation services,Services de traduction,2016-10-28,2018-10-27,393296.28,305100,603618.75,This contract was competitively sourced.This contract includes one or more amendments.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/175/ZF,A,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02305,LSO60013101B,SYM COMMUNICATIONS,,,2018-10-28,494,Translation services,Services de traduction,2016-10-28,2019-10-27,393296.28,305100,303555,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/175/ZF,A,,,,,,2018-2019-Q3,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02306,LSO60013103B,TRADUCTIONS TESSIER S.C.C. (LES),,,2018-10-28,494,Translation services,Services de traduction,2016-10-28,2019-10-27,393296.28,305100,310432.5,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/064/ZF,A,,,,,,2018-2019-Q3,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02307,LSO60013202B,MOTS-A-TOUT INC.,,,2018-10-26,494,Translation services,Services de traduction,2016-10-26,2019-10-25,393296.28,127125,129346.88,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/075/ZF,A,,,,,,2018-2019-Q3,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02308,LSO60013401C,SYM COMMUNICATIONS,,,2018-10-29,494,Translation services,Services de traduction,2016-10-28,2019-10-27,393296.28,152550,146593.13,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/175/ZF,A,,,,,,2018-2019-Q3,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02309,LSO60013601C,TRADUCTION SYNTAXE,,,2018-10-29,494,Translation services,Services de traduction,2016-10-28,2019-10-27,393296.28,144075,146593.13,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/138/ZF,A,,,,,,2018-2019-Q3,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02310,LSO60015001C,UBIQUS CANADA INC.,,,2018-12-12,494,Translation services,Services de traduction,2016-12-12,2019-12-11,393296.28,229950,229950,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/182/ZF,A,,,,,,2018-2019-Q3,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02364,LSO80009801,TRADUCTIONS TESSIER S.C.C. (LES),,,2018-08-09,494,Translation services,Services de traduction,2018-08-13,2018-11-02,16383.94,15521.63,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/064/ZF,C,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02311,LSO60016401B,FOX TRANSLATIONS LTD.,,,2018-12-19,494,Translation services,Services de traduction,2016-12-19,2019-12-18,393296.28,137970,137970,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/037/ZF,A,,,,,,2018-2019-Q3,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02312,LSO60016402B,MULTILINGUAL COMMUNITY INTERPRETER SERVICES,,,2018-12-19,494,Translation services,Services de traduction,2016-12-19,2019-12-18,393296.28,137970,137970,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/077/ZF,A,,,,,,2018-2019-Q3,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02313,LSO60016801B,AMPLEXOR CANADA,,,2018-12-19,494,Translation services,Services de traduction,2016-12-19,2019-12-18,393296.28,156366,165564,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/035/ZF,A,,,,,,2018-2019-Q3,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02354,LSO80008702,TRADUCTIONS ABS INC.,,,2018-07-17,494,Translation services,Services de traduction,2018-07-19,2018-10-19,14659.31,14659.31,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/106/ZF,C,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02314,LSO60017401B,TRADUCTIONS TESSIER S.C.C. (LES),,,2018-12-12,494,Translation services,Services de traduction,2016-12-12,2019-12-11,393296.28,436905,436905,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/064/ZF,A,,,,,,2018-2019-Q3,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02315,LSO60018501B,STOQUART AMERIQUES INC.  / STOQUART AMERICAS INC.,,,2018-12-21,494,Translation services,Services de traduction,2016-12-22,2019-12-20,393296.28,206955,206955,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/105/ZF,A,,,,,,2018-2019-Q3,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02316,LSO60025601C,SERVICE DE TRADUCTION POLYTEX ENR.,,,2018-12-16,494,Translation services,Services de traduction,2017-03-22,2019-12-15,393296.28,103477.5,129346.87,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/003/ZF,A,,,,,,2018-2019-Q3,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02317,LSO70001601A,TRADUCTIONS QUATTRO,,,2018-07-04,494,Translation services,Services de traduction,2017-07-04,2019-07-03,393296.28,129346.88,129346.87,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/007/ZF,A,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02318,LSO70001602A,LE GROUPE SYNTAGME INC.,,,2018-07-04,494,Translation services,Services de traduction,2017-07-04,2019-07-03,393296.28,129346.88,129346.87,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/099/ZF,A,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02355,LSO80008901,TRADUCTEURS REUNIS S.C.C. (LES),,,2018-07-23,494,Translation services,Services de traduction,2018-07-25,2018-09-28,16383.94,16383.94,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/062/ZF,C,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02319,LSO70002701A,"TURMEL, PIERRE",,,2018-07-24,494,Translation services,Services de traduction,2017-07-24,2019-07-23,393296.28,82782,82782,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/119/ZF,A,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02320,LSO70002801A,LIONBRIDGE CANADA,,,2018-07-24,494,Translation services,Services de traduction,2017-07-24,2019-07-23,393296.28,181085.63,181085.62,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/022/ZF,A,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02321,LSO70003601A,TRANSPERFECT TRANSLATIONS INC,,,2018-08-01,494,Translation services,Services de traduction,2017-08-01,2019-07-31,393296.28,244321.88,488643.75,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/198/ZF,A,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02322,LSO70003801A,THE MASHA KRUPP TRANSLATION GROUP LIMITED,,,2018-08-01,494,Translation services,Services de traduction,2017-08-01,2019-07-31,393296.28,459900,919800,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/208/ZF,A,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02323,LSO70004301A,THE MASHA KRUPP TRANSLATION GROUP LIMITED,,,2018-08-01,494,Translation services,Services de traduction,2017-08-01,2019-07-31,391420.89,459900,919800,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/208/ZF,A,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02356,LSO80009001,THE MASHA KRUPP TRANSLATION GROUP LIMITED,,,2018-07-24,494,Translation services,Services de traduction,2018-07-25,2018-09-30,13797,13797,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/208/ZF,C,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02324,LSO70004401A,GAT INTL. LOCALIZATION SERVICES INC.,,,2018-08-01,494,Translation services,Services de traduction,2017-08-01,2019-07-31,393296.28,344925,689850,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/040/ZF,A,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02325,LSO70004402A,LIONBRIDGE CANADA,,,2018-08-01,494,Translation services,Services de traduction,2017-08-01,2019-07-31,393296.28,431156.25,776081.25,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/022/ZF,A,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02326,LSO70005101A,GAT INTL. LOCALIZATION SERVICES INC.,,,2018-08-22,494,Translation services,Services de traduction,2017-08-21,2019-08-20,15521.63,117235.41,234470.82,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/040/ZF,A,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02327,LSO70005201A,TRADUCTIONS DIAPASON INC.,,,2018-08-22,494,Translation services,Services de traduction,2017-08-21,2019-08-20,15521.63,110339.21,220678.42,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/209/ZF,A,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02328,LSO70005401A,"CHARRON, DANIEL TRAD. A.",,,2018-07-31,494,Translation services,Services de traduction,2017-07-31,2019-07-30,12934.69,97728.75,97728.75,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,,,A,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02357,LSO80009201,SCRIPT CANADA,,,2018-08-01,494,Translation services,Services de traduction,2018-08-03,2018-09-28,14659.31,14659.31,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/172/ZF,C,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02329,LSO70005501A,TECHNI-TEXTES INC.,,,2018-08-22,494,Translation services,Services de traduction,2017-08-21,2019-08-20,13797,96546.81,199989.81,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/177/ZF,A,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02330,LSO70005502A,TECHNITRAN,,,2018-08-22,494,Translation services,Services de traduction,2017-08-21,2019-08-20,15521.63,110339.21,220678.42,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/196/ZF,A,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02331,LSO70005901A,THE MASHA KRUPP TRANSLATION GROUP LIMITED,,,2018-08-23,494,Translation services,Services de traduction,2017-08-23,2019-08-22,17246.25,431156.25,862312.5,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/208/ZF,A,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02332,LSO70006001A,THE MASHA KRUPP TRANSLATION GROUP LIMITED,,,2018-08-23,494,Translation services,Services de traduction,2017-08-23,2019-08-22,17246.25,431156.25,862312.5,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/208/ZF,A,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02333,LSO70007101B,GESTION GOTA INC.,,,2018-09-27,494,Translation services,Services de traduction,2017-09-27,2019-09-26,18108.56,50445.28,50445.28,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/042/ZF,A,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02358,LSO80009401,3509702 CANADA INC.,,,2018-08-08,494,Translation services,Services de traduction,2018-08-09,2018-11-02,15521.63,14659.31,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/128/ZF,C,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02334,LSO70007901A,LIONBRIDGE CANADA,,,2018-10-10,494,Translation services,Services de traduction,2017-10-10,2019-10-09,18108.56,170737.88,170737.87,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/022/ZF,A,,,,,,2018-2019-Q3,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02335,LSO70007902A,THE MASHA KRUPP TRANSLATION GROUP LIMITED,,,2018-10-10,494,Translation services,Services de traduction,2017-10-10,2019-10-09,15636.6,217302.75,217302.75,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/208/ZF,A,,,,,,2018-2019-Q3,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02336,LSO70007903A,TRADUCTEURS REUNIS S.C.C. (LES),,,2018-10-10,494,Translation services,Services de traduction,2017-10-10,2019-10-09,16556.4,225063.56,232824.38,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/062/ZF,A,,,,,,2018-2019-Q3,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02337,LSO70008101A,TRADUCTIONS DIAPASON INC.,,,2018-09-27,494,Translation services,Services de traduction,2017-09-27,2019-09-26,13764.2,52773.53,52773.52,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/209/ZF,A,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02338,LSO70008102A,"VIGNEAULT, CLAUDE",,,2018-09-27,494,Translation services,Services de traduction,2017-09-27,2019-09-26,15521.63,55877.85,55877.85,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/140/ZF,A,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02359,LSO80009501,DANIEL CREPEAU - IDEES,,,2018-08-08,494,Translation services,Services de traduction,2018-08-13,2018-09-21,15521.63,14659.31,0,This contract was competitively sourced.,Ce contrat a été attribué de façon concurrentielle.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/028/ZF,C,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02339,LSO70008201A,THE MASHA KRUPP TRANSLATION GROUP LIMITED,,,2018-09-27,494,Translation services,Services de traduction,2017-09-27,2019-09-26,18108.56,111718.45,111718.45,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/208/ZF,A,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02340,LSO70008301A,THE MASHA KRUPP TRANSLATION GROUP LIMITED,,,2018-09-29,494,Translation services,Services de traduction,2017-09-29,2019-09-28,215578.13,86921.1,86921.1,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/208/ZF,A,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
C-2018-2019-Q3-02341,LSO70008401A,"ARUI, LINDA",,,2018-09-29,494,Translation services,Services de traduction,2017-09-29,2019-09-28,201206.25,55877.85,55877.85,This contract was competitively sourced.This contract includes one or more amendments.This contract is a multi-year contract.,Ce contrat a été attribué de façon concurrentielle.Ce contrat comprend une ou plusieurs modifications.Ce contrat est un contrat pluriannuel.,,,0,,,S,R109,CA,TC,0,0,,N,A65,N,N,PWSOSA,EN966-140305/156/ZF,A,,,,,,2018-2019-Q2,,,*,pwgsc-tpsgc,
